공종,작업명,단위작업명,기인물,사고건수,단위작업명전체건수,비중(%)
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",이동식비계,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공",이동식크레인,1,58,1.7
4. 마감공사,4.2 방수 작업,"4.2.1 방수면처리, 방수 및 보호몰탈 등 시공","지붕(채광판,선라이트)",1,58,1.7
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",사다리,9,52,17.3
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,사다리,8,52,15.4
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식비계,8,52,15.4
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,철골(철골구조물),6,52,11.5
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,고소작업대,5,52,9.6
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,이동식비계,5,52,9.6
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,기계설비,4,52,7.7
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,슬라브단부,4,52,7.7
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",작업발판/가설계단,4,52,7.7
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,개구부(바닥개구부),3,52,5.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"지붕(처마,홈통)",3,52,5.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",개구부(기타개구부),3,52,5.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",고소작업대,3,52,5.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)","기타자재(내부마감재,시멘트,마대)",3,52,5.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",비계,3,52,5.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",슬라브단부,3,52,5.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"각재(파이프,강관,합판)",2,52,3.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,개구부(기타개구부),2,52,3.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,"기타자재(내부마감재,시멘트,마대)",2,52,3.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,엘리베이터피트,2,52,3.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",개구부(바닥개구부),2,52,3.8
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",말비계,2,52,3.8
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,계단,1,52,1.9
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,교통수단,1,52,1.9
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,기타구조물,1,52,1.9
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,리프트,1,52,1.9
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,말비계,1,52,1.9
4. 마감공사,4.5 금속 및 잡철물 작업,4.5.2 금속 및 잡철물 시공,작업발판/가설계단,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",기타가설구조물,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",달비계,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",리프트,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",벽체,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",분류불능,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",이동식크레인,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",절단기/톱,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)","지붕(처마,홈통)",1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",철골(철골구조물),1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",충전부,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",트럭,1,52,1.9
4. 마감공사,4.7 수장 작업,"4.7.2 수장시공(석고보드, 도배 등)",화학물질,1,52,1.9
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,충전부,12,50,24.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,사다리,10,50,20.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,기계설비,4,50,8.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,이동식비계,4,50,8.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,전주,4,50,8.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,고소작업대,3,50,6.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,화학물질,2,50,4.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,개구부(바닥개구부),1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,기타구조물,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,"기타자재(내부마감재,시멘트,마대)",1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,비계,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,슬라브단부,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,외부마감재,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,작업발판/가설계단,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,절단기/톱,1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,"지붕(처마,홈통)",1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,천장(판넬 등 마감재),1,50,2.0
"5. 전기, 기계설비공사",5.1 전기 설비 작업,5.1.3 전기설비 설치,토사,1,50,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,콘크리트펌프카,16,49,32.7
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,철골(철골구조물),7,49,14.3
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,거푸집,5,49,10.2
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,개구부(기타개구부),3,49,6.1
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"철근콘크리트자재(철근,콘크리트,PC)",3,49,6.1
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"기타자재(내부마감재,시멘트,마대)",2,49,4.1
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,콘크리트믹서,2,49,4.1
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"각재(파이프,강관,합판)",1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,개구부(바닥개구부),1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,동바리,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,리프트,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,분류불능,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,비계,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,비계(일체형비계),1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,슬라브단부,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,작업발판/가설계단,1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,"지붕(처마,홈통)",1,49,2.0
2. 철근콘크리트공사,2.4 콘크리트 작업,2.4.2 콘크리트 타설 및 다짐,흙막이가시설,1,49,2.0
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.3 거푸집 동바리 해체,거푸집,19,48,39.6
2. 철근콘크리트공사,2.1 거푸집 작업,"2.1.1 거푸집 자재반입, 가공, 운반",거푸집,12,48,25.0
2. 철근콘크리트공사,2.1 거푸집 작업,"2.1.1 거푸집 자재반입, 가공, 운반",개구부(바닥개구부),8,48,16.7
2. 철근콘크리트공사,2.1 거푸집 작업,"2.1.1 거푸집 자재반입, 가공, 운반",비계,5,48,10.4
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.3 거푸집 동바리 해체,비계,5,48,10.4
2. 철근콘크리트공사,2.1 거푸집 작업,2.1.3 거푸집 동바리 해체,작업발판/가설계단,5,48,10.4
